ScenarioName,PropagationModel,Technology,RxId,RxPosX,RxPosY,RxPosZ,RxHeight,RxSensitivity,RxSignalStrength,RxConnectMargin,TxId,TxPosX,TxPosY,TxPosZ,TxHeight,TxPower,TxFrequency,TxMaxReflections,TxMaxDiffractions,TxMaxScattering,Distance,BuildingsOn
S2_LTE_corner,RayTracing,LTE,RX-720372,-51.000,26.050,-372.570,1.50,-100.0,-27.4,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,90.076,True
S2_LTE_corner,RayTracing,LTE,RX-720392,-63.500,26.120,-362.570,1.50,-100.0,-26.7,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,103.297,True
S2_LTE_corner,RayTracing,LTE,RX-720842,-393.500,23.970,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,452.341,True
S2_LTE_corner,RayTracing,LTE,RX-720632,-183.500,25.240,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,258.970,True
S2_LTE_corner,RayTracing,LTE,RX-720562,-111.000,26.490,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,200.165,True
S2_LTE_corner,RayTracing,LTE,RX-720582,-131.000,26.860,-242.570,1.50,-100.0,-56.8,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,215.565,True
S2_LTE_corner,RayTracing,LTE,RX-720722,-273.500,25.790,-242.570,1.50,-100.0,-60.6,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,339.438,True
S2_LTE_corner,RayTracing,LTE,RX-720822,-373.500,24.460,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,433.259,True
S2_LTE_corner,RayTracing,LTE,RX-720852,-403.500,23.740,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,461.911,True
S2_LTE_corner,RayTracing,LTE,RX-720642,-193.500,25.070,-242.570,1.50,-100.0,-55.6,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,267.610,True
S2_LTE_corner,RayTracing,LTE,RX-720412,-63.500,26.060,-342.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,107.564,True
S2_LTE_corner,RayTracing,LTE,RX-720732,-283.500,25.850,-242.570,1.50,-100.0,-60.1,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,348.666,True
S2_LTE_corner,RayTracing,LTE,RX-720662,-213.500,24.900,-242.570,1.50,-100.0,-58.0,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,285.157,True
S2_LTE_corner,RayTracing,LTE,RX-720442,-61.000,25.970,-312.570,1.50,-100.0,-51.9,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,117.954,True
S2_LTE_corner,RayTracing,LTE,RX-720572,-121.000,26.710,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,207.768,True
S2_LTE_corner,RayTracing,LTE,RX-720622,-173.500,25.520,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,250.433,True
S2_LTE_corner,RayTracing,LTE,RX-720672,-223.500,25.460,-242.570,1.50,-100.0,-56.6,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,294.052,True
S2_LTE_corner,RayTracing,LTE,RX-720602,-153.500,26.240,-242.570,1.50,-100.0,-61.6,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,233.710,True
S2_LTE_corner,RayTracing,LTE,RX-720302,19.000,25.470,-375.070,1.50,-100.0,-14.9,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,20.117,True
S2_LTE_corner,RayTracing,LTE,RX-720782,-333.500,25.240,-242.570,1.50,-100.0,-62.5,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,395.368,True
S2_LTE_corner,RayTracing,LTE,RX-720872,-423.500,23.160,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,481.105,True
S2_LTE_corner,RayTracing,LTE,RX-720462,-61.000,25.790,-292.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,129.662,True
S2_LTE_corner,RayTracing,LTE,RX-720342,-21.000,26.010,-372.570,1.50,-100.0,-23.1,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,60.113,True
S2_LTE_corner,RayTracing,LTE,RX-720712,-263.500,25.790,-242.570,1.50,-100.0,-59.2,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,330.254,True
S2_LTE_corner,RayTracing,LTE,RX-720512,-61.000,23.830,-242.570,1.50,-100.0,-52.5,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,166.000,True
S2_LTE_corner,RayTracing,LTE,RX-720432,-61.000,25.980,-322.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,112.974,True
S2_LTE_corner,RayTracing,LTE,RX-720772,-323.500,25.330,-242.570,1.50,-100.0,-63.0,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,385.961,True
S2_LTE_corner,RayTracing,LTE,RX-720742,-293.500,25.910,-242.570,1.50,-100.0,-59.2,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,357.937,True
S2_LTE_corner,RayTracing,LTE,RX-720612,-163.500,25.870,-242.570,1.50,-100.0,,5,TX-720278,38.999,23.294,-375.069,10.00,43.0,700,2,2,2,242.009,True
