ScenarioName,PropagationModel,Technology,RxId,RxPosX,RxPosY,RxPosZ,RxHeight,RxSensitivity,RxSignalStrength,RxConnectMargin,TxId,TxPosX,TxPosY,TxPosZ,TxHeight,TxPower,TxFrequency,TxMaxReflections,TxMaxDiffractions,TxMaxScattering,Distance,BuildingsOn
S2_LTE_corner,COST231,LTE,RX-875690,-51.000,26.050,-372.570,1.50,-100.0,-49.2,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,90.303,True
S2_LTE_corner,COST231,LTE,RX-875710,-63.500,26.120,-362.570,1.50,-100.0,-51.4,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,103.429,True
S2_LTE_corner,COST231,LTE,RX-875840,-71.000,24.480,-242.570,1.50,-100.0,-59.7,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,171.605,True
S2_LTE_corner,COST231,LTE,RX-875870,-101.000,26.220,-242.570,1.50,-100.0,-61.5,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,192.276,True
S2_LTE_corner,COST231,LTE,RX-876180,-413.500,23.500,-242.570,1.50,-100.0,-76.4,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,471.459,True
S2_LTE_corner,COST231,LTE,RX-875730,-63.500,26.060,-342.570,1.50,-100.0,-52.0,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,107.504,True
S2_LTE_corner,COST231,LTE,RX-875960,-193.500,25.070,-242.570,1.50,-100.0,-67.0,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,267.334,True
S2_LTE_corner,COST231,LTE,RX-875660,-21.000,26.010,-372.570,1.50,-100.0,-42.8,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,60.328,True
S2_LTE_corner,COST231,LTE,RX-875990,-223.500,25.460,-242.570,1.50,-100.0,-68.6,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,293.826,True
S2_LTE_corner,COST231,LTE,RX-876120,-353.500,25.100,-242.570,1.50,-100.0,-74.3,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,414.183,True
S2_LTE_corner,COST231,LTE,RX-875940,-173.500,25.520,-242.570,1.50,-100.0,-65.9,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,250.118,True
S2_LTE_corner,COST231,LTE,RX-875890,-121.000,26.710,-242.570,1.50,-100.0,-62.8,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,207.324,True
S2_LTE_corner,COST231,LTE,RX-875860,-91.000,25.810,-242.570,1.50,-100.0,-60.9,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,185.103,True
S2_LTE_corner,COST231,LTE,RX-876170,-403.500,23.740,-242.570,1.50,-100.0,-76.1,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,461.865,True
S2_LTE_corner,COST231,LTE,RX-875640,-1.000,25.550,-372.570,1.50,-100.0,-36.9,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,40.339,True
S2_LTE_corner,COST231,LTE,RX-876200,-433.500,22.680,-242.570,1.50,-100.0,-77.1,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,490.698,True
S2_LTE_corner,COST231,LTE,RX-875930,-163.500,25.870,-242.570,1.50,-100.0,-65.3,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,241.673,True
S2_LTE_corner,COST231,LTE,RX-876030,-263.500,25.790,-242.570,1.50,-100.0,-70.5,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,330.084,True
S2_LTE_corner,COST231,LTE,RX-876060,-293.500,25.910,-242.570,1.50,-100.0,-71.8,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,357.800,True
S2_LTE_corner,COST231,LTE,RX-875650,-11.000,25.780,-372.570,1.50,-100.0,-40.1,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,50.332,True
S2_LTE_corner,COST231,LTE,RX-875760,-61.000,25.970,-312.570,1.50,-100.0,-53.4,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,117.640,True
S2_LTE_corner,COST231,LTE,RX-876160,-393.500,23.970,-242.570,1.50,-100.0,-75.7,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,452.288,True
S2_LTE_corner,COST231,LTE,RX-875820,-61.000,24.510,-252.570,1.50,-100.0,-58.3,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,157.522,True
S2_LTE_corner,COST231,LTE,RX-875700,-63.500,26.180,-372.570,1.50,-100.0,-51.3,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,102.800,True
S2_LTE_corner,COST231,LTE,RX-875900,-131.000,26.860,-242.570,1.50,-100.0,-63.4,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,215.150,True
S2_LTE_corner,COST231,LTE,RX-875970,-203.500,24.940,-242.570,1.50,-100.0,-67.5,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,276.083,True
S2_LTE_corner,COST231,LTE,RX-876190,-423.500,23.160,-242.570,1.50,-100.0,-76.7,5,TX-875596,39.249,23.316,-374.069,10.00,43.0,700,2,2,2,481.071,True
